Company Name,Sector,Profits in USD,AI Benefits,Ticker,Profit 2022,Profit 2024,Profit Change
Nordstrom Inc,Retail,762933,"Recommendation engine, inventory optimization",JWN,178000000.0,245000000.0,67000000.0
Norfolk Southern Corporation,Transportation,218645,"Fleet optimization, demand forecasting",NSC,3270000000.0,1827000000.0,-1443000000.0
Nortek Inc,Manufacturing,769569,"Predictive maintenance, process optimization",A,1254000000.0,1240000000.0,-14000000.0
Northeast Utilities System,Utilities,373087,"Infrastructure monitoring, demand forecasting ",ERH,4792425.0,-13202880.0,-17995305.0
Northern Trust Corporation,Financial Services,901207,"Investment analytics, fraud detection",NTRS,1336000000.0,1107300000.0,-228700000.0
Northrop Grumman Corporation,Aerospace/Defense  ,615358,"Predictive maintenance, supply chain optimization",NOC,4896000000.0,2056000000.0,-2840000000.0
NorthWestern Corporation,Utilities,918929,"Infrastructure monitoring, demand forecasting",NWE,183008000.0,194131000.0,11123000.0
NSTAR,Utilities,755030,"Infrastructure monitoring, demand forecasting  ",ESGR,-870000000.0,1118000000.0,1988000000.0
NTL Incorporated,Telecommunications,910800,"Network optimization, customer analytics",ABM,230400000.0,251300000.0,20900000.0
Nucor Corp,Metals,475569,"Predictive maintenance, demand forecasting",NUE,7607000000.0,4525000000.0,-3082000000.0
Nvidia Corp,Technology,2283798,"Chip design automation, predictive maintenance",NVDA,9752000000.0,4368000000.0,-5384000000.0
NVR Inc,Homebuilding,749048,"Demand forecasting, process optimization",NVR,1725575000.0,1591611000.0,-133964000.0
Occidental Petroleum Corp,Oil and Gas,501727,"Exploration optimization, equipment monitoring",OXY,13304000000.0,4696000000.0,-8608000000.0
Ocean Energy Inc,Oil and Gas,461305,"Exploration optimization, equipment monitoring",A,1254000000.0,1240000000.0,-14000000.0
Office Depot Inc.,Retail,530945,"Inventory optimization, demand forecasting  ",ODP,166000000.0,139000000.0,-27000000.0
OfficeMax Inc,Retail,380521,"Inventory optimization, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
OGE Energy Corp,Energy,756868,"Infrastructure monitoring, predictive maintenance",OGE,665700000.0,416800000.0,-248900000.0
Old Republic International Corp.,Insurance,436524,"Claims automation, risk modeling",ORI,686400000.0,598600000.0,-87800000.0
Olin Corp.,Chemicals,158540,"Predictive maintenance, process optimization",OLN,1326900000.0,460200000.0,-866700000.0
Omnicare Inc,Healthcare,473243,"Inventory optimization, claims automation ",A,1254000000.0,1240000000.0,-14000000.0
Omnicom Group,Advertising,274325,"Ad targeting, campaign optimization",OMC,1316500000.0,1391400000.0,74900000.0
ONEOK Inc,Energy,178971,"Infrastructure monitoring, predictive maintenance ",OKE,1722000000.0,2659000000.0,937000000.0
Oracle Corp,Technology,9719019,"Process automation, security enhancement",ORCL,6717000000.0,8503000000.0,1786000000.0
Owens & Minor Inc.,Wholesale,716451,"Inventory optimization, demand forecasting",OMI,22389000.0,-41301000.0,-63690000.0
Owens Corning,Manufacturing,146160,"Predictive maintenance, supply chain optimization",OC,1241000000.0,1196000000.0,-45000000.0
Owens-Illinois Inc,Manufacturing,951212,"Predictive maintenance, quality control automation",OI,584000000.0,-103000000.0,-687000000.0
Paccar Inc,Manufacturing,164605,"Predictive maintenance, design optimization",PCAR,3011600000.0,4600800000.0,1589200000.0
Pantry Inc,Retail,798421,"Inventory optimization, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
Paychex Inc,Business Services,501306,"Process automation, predictive analytics",PAYX,1392800000.0,1557300000.0,164500000.0
Penn Traffic Co.,Retail,158104,"Inventory optimization, demand forecasting",AJG,1114200000.0,969500000.0,-144700000.0
Pentair Inc,Manufacturing,793428,"Predictive maintenance, quality control automation",A,1254000000.0,1240000000.0,-14000000.0
PeopleSoft Inc,Technology,1415444,"Process automation, predictive analytics",A,1254000000.0,1240000000.0,-14000000.0
Potomac Electric Power Co.,Energy,261888,"Infrastructure monitoring, predictive maintenance",ASX,61501545000.0,,
PepsiCo Inc.,Food and Beverage,363457,"Demand forecasting, marketing optimization",PEP,8910000000.0,9074000000.0,164000000.0
Performance Food Group Co.,Food Services  ,776595,"Demand forecasting, supply chain optimization",PFGC,112500000.0,397200000.0,284700000.0
Perini Corp,Construction,277420,Project scheduling optimization,TPC,-210009000.0,-171155000.0,38854000.0
PETsMART Inc,Retail,243079,"Inventory optimization, customer analytics ",A,1254000000.0,1240000000.0,-14000000.0
Pfizer Inc,Healthcare,382815,"Drug discovery, precision medicine",PFE,31372000000.0,2119000000.0,-29253000000.0
Pacific Gas & Electric Corp.,Energy,109151,"Infrastructure monitoring, predictive maintenance",PCG,1814000000.0,2256000000.0,442000000.0
Phar Mor Inc.,Retail,695022,"Inventory optimization, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
Phillips Petroleum Co,Oil and Gas,907652,"Exploration optimization, equipment monitoring",ASX,61501545000.0,,
Pilgrim's Pride Corporation,Food Processing,637797,"Demand forecasting, supply chain optimization",PPC,745930000.0,321574000.0,-424356000.0
Pinnacle West Capital Corp,Energy,925390,"Infrastructure monitoring, predictive maintenance",PNW,483602000.0,501557000.0,17955000.0
Pitney Bowes Inc.,Manufacturing,751937,"Predictive maintenance, supply chain optimization",PBI,36940000.0,-385627000.0,-422567000.0
Plains All American Pipeline LP,Oil and Gas,935937,Pipeline monitoring and optimization,PAA,1037000000.0,1230000000.0,193000000.0
PNC Financial Services Group Inc.,Banking,624661,"Fraud detection, investment analytics",PNC,6041000000.0,5578000000.0,-463000000.0
Polaris Industries Inc.,Manufacturing,290846,"Predictive maintenance, design optimization",PII,447100000.0,502800000.0,55700000.0
Popular Inc,Banking,836164,"Fraud detection, credit risk analysis",BPOP,1102641000.0,541342000.0,-561299000.0
PPG Industries Inc,Manufacturing,857252,"Predictive maintenance, process optimization",PPG,1026000000.0,1270000000.0,244000000.0
PPL Corp,Energy,339462,"Infrastructure monitoring, predictive maintenance",PPL,756000000.0,740000000.0,-16000000.0
Praxair Inc,Chemicals,328657,"Process optimization, predictive maintenance",A,1254000000.0,1240000000.0,-14000000.0
Premcor Inc.,Oil and Gas,698094,"Predictive maintenance, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
Primedia Inc,Media,399550,"Content recommendation, ad targeting",PRI,472068000.0,576601000.0,104533000.0
Principal Financial Group Inc.,Financial Services,832468,"Risk modeling, fraud detection",PFG,4756900000.0,623200000.0,-4133700000.0
Procter & Gamble Co.,Consumer Goods,269210,"Demand forecasting, marketing optimization",PG,14742000000.0,14653000000.0,-89000000.0
Progressive Corporation,Insurance,409253,"Claims automation, risk modeling",PGR,721500000.0,3902400000.0,3180900000.0
Provident Financial Group,Financial Services,270800,"Risk modeling, fraud detection",ALG,101928000.0,136161000.0,34233000.0
Prudential Financial Inc.,Financial Services,892696,"Risk modeling, fraud detection",PRU,-1647000000.0,2488000000.0,4135000000.0
Public Service Enterprise Group Inc.,Energy,984844,"Infrastructure monitoring, predictive maintenance",PEG,1031000000.0,2563000000.0,1532000000.0
Puget Energy Inc.,Energy,403607,"Infrastructure monitoring, predictive maintenance",MGEE,110952000.0,117699000.0,6747000.0
Pulte Homes Inc,Homebuilding,713054,"Demand forecasting, process optimization",A,1254000000.0,1240000000.0,-14000000.0
Qualcomm Inc,Technology,2452014,"Chip design automation, AI capabilities",QCOM,12936000000.0,7232000000.0,-5704000000.0
Quanta Services Inc.,Construction,262677,Project scheduling optimization,PWR,491189000.0,744689000.0,253500000.0
Raymond James Financial Inc.,Financial Services,389296,"Investment analytics, fraud detection",RJF,1509000000.0,1739000000.0,230000000.0
Regis Corporation,Retail,996066,"Customer analytics, inventory optimization",RGS,-85857000.0,-7385000.0,78472000.0
Reliance Steel & Aluminum Co.,Metals,108286,"Demand forecasting, predictive maintenance",RS,1840100000.0,1335900000.0,-504200000.0
Republic Services Inc,Waste Management,289091,"Fleet routing optimization, predictive maintenance",RSG,1488000000.0,1731000000.0,243000000.0
Robert Half International Inc.,Staffing,518514,Candidate matching and ranking,RHI,657919000.0,411146000.0,-246773000.0
Rock-Tenn Co,Manufacturing,391607,"Predictive maintenance, process optimization",AJG,1114200000.0,969500000.0,-144700000.0
Rockwell Automation Inc,Manufacturing,481464,"Predictive maintenance, process optimization",ROK,932200000.0,1387400000.0,455200000.0
Rohm & Haas Co.,Chemicals,615228,"Process optimization, predictive maintenance",AJG,1114200000.0,969500000.0,-144700000.0
Ross Stores Inc,Retail ,919965,"Inventory optimization, demand forecasting",ROST,1722589000.0,1512041000.0,-210548000.0
RPM Inc.,Manufacturing,381725,"Predictive maintenance, process optimization",A,1254000000.0,1240000000.0,-14000000.0
Ryder System Inc,Transportation,286529,"Fleet optimization, demand forecasting",R,867000000.0,406000000.0,-461000000.0
Ryerson Tull Inc,Metals,264968,"Demand forecasting, predictive maintenance",A,1254000000.0,1240000000.0,-14000000.0
Ryland Group Inc.,Homebuilding,962885,"Demand forecasting, process optimization",A,1254000000.0,1240000000.0,-14000000.0
Safeway Inc,Retail  ,669537,"Inventory optimization, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
Saks Inc,Retail,983901,"Recommendation engine, inventory optimization  ",A,1254000000.0,1240000000.0,-14000000.0
Sanmina-SCI Inc,Technology,5641565,"Supply chain optimization, predictive maintenance",A,1254000000.0,1240000000.0,-14000000.0
SCI Systems Onc.,Technology,2341959,"Supply chain optimization, predictive maintenance",OSIS,115347000.0,91778000.0,-23569000.0
Scotts Company,Manufacturing,663902,"Demand forecasting, supply chain optimization",ACHC,273139000.0,-21667000.0,-294806000.0
Seaboard Corp,Food Processing,373382,"Demand forecasting, supply chain optimization",SEB,580000000.0,226000000.0,-354000000.0
Sears Roebuck & Co,Retail,394361,"Inventory optimization, demand forecasting ",ARTW,97797.0,266969.0,169172.0
Sempra Energy,Energy,877439,"Infrastructure monitoring, predictive maintenance",SRE,2139000000.0,3075000000.0,936000000.0
Service Corp. International,Business Services  ,853139,"Process automation, predictive analytics",SCI,565338000.0,537317000.0,-28021000.0
ServiceMaster Co,Business Services,715790,"Process automation, predictive analytics ",AJG,1114200000.0,969500000.0,-144700000.0
Shaw Group Inc,Construction,715812,Project scheduling optimization,A,1254000000.0,1240000000.0,-14000000.0
Sherwin-Williams Company,Manufacturing,867260,"Demand forecasting, supply chain optimization",SHW,2020100000.0,2388800000.0,368700000.0
Sierra Health Services Inc,Healthcare,101975,"Claims automation, utilization analysis",UHS,675609000.0,717795000.0,42186000.0
Silgan Holdings Inc.,Manufacturing,770286,"Predictive maintenance, process optimization",SLGN,340848000.0,325965000.0,-14883000.0
Simon Property Group Inc,Real Estate,993090,"Property valuation, investment optimization",SPG,2139535000.0,2283126000.0,143591000.0
SLM Corporation,Financial Services,778294,"Credit risk modeling, loan analytics",SLM,469014000.0,581391000.0,112377000.0
Smith International Inc,Oil and Gas,221864,"Equipment monitoring, drilling optimization",LIQT,-14169107.0,-8571145.0,5597962.0
Snap-On Inc,Manufacturing,218036,"Predictive maintenance, supply chain optimization",SNA,911700000.0,1011100000.0,99400000.0
Solutia Inc,Chemicals,130335,"Process optimization, predictive maintenance",A,1254000000.0,1240000000.0,-14000000.0
Sonic Automotive Inc.,Retail,217867,"Inventory optimization, customer analytics",SAH,88500000.0,178200000.0,89700000.0
Sonoco Products Co.,Manufacturing,616794,"Predictive maintenance, process optimization",SON,466437000.0,474959000.0,8522000.0
Southern Company,Energy,427728,"Infrastructure monitoring, predictive maintenance ",SO,3535000000.0,3976000000.0,441000000.0
Southwest Airlines Co,Transportation,755375,"Demand forecasting, dynamic pricing",LUV,539000000.0,465000000.0,-74000000.0
Sprint Corp.,Telecommunications,676681,"Network optimization, customer churn prediction",S,-271101000.0,-378678000.0,-107577000.0
SPX Corp,Manufacturing ,637360,"Predictive maintenance, process optimization",SPXC,200000.0,89900000.0,89700000.0
St. Paul Cos.,Insurance,229497,"Risk modeling, claims automation",JOE,70927000.0,77712000.0,6785000.0
StanCorp Financial Group Inc,Insurance,522458,"Risk modeling, claims automation",KB,4152992000000.0,4631932000000.0,478940000000.0
Staples Inc,Retail,623252,"Inventory optimization, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
Starbucks Corp,Restaurants  ,339400,"Demand forecasting, customer analytics",SBUX,3281600000.0,4124500000.0,842900000.0
Starwood Hotels & Resorts Worldwide Inc,Hospitality,811392,"Customer analytics, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
Steelcase Inc,Manufacturing,238032,"Predictive maintenance, supply chain optimization",SCS,4000000.0,35300000.0,31300000.0
Stein Mart Inc,Retail,705347,"Inventory optimization, demand forecasting ",SMRT,-96322000.0,-34587000.0,61735000.0
Stewart Information Services Corp,Financial Services,496883,"Risk analytics, fraud detection",STC,162305000.0,30439000.0,-131866000.0
Storage Technology Corporation,Technology,8202981,"IT process automation, predictive analytics",PAR,-69319000.0,-69752000.0,-433000.0
Stryker Corp,Healthcare,747487,"Medical device optimization, precision medicine  ",SYK,2358000000.0,3165000000.0,807000000.0
Sunoco Inc.,Oil and Gas,782790,"Exploration optimization, predictive maintenance",A,1254000000.0,1240000000.0,-14000000.0
SunTrust Banks Inc,Banking,571298,"Fraud detection, investment analytics",STI,593905.0,-19775602.0,-20369507.0
Supervalu Inc,Retail,922599,"Inventory optimization, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
Swift Transportation Co. Inc,Transportation,176165,"Fleet optimization, demand forecasting",KNX,771325000.0,217149000.0,-554176000.0
Symbol Technologies Inc,Technology,5002930,"Supply chain optimization, predictive maintenance",NTWK,-851156.0,-5243748.0,-4392592.0
Synovus Financial Corp.,Banking  ,277845,"Fraud detection, investment analytics",SNV,757902000.0,543705000.0,-214197000.0
Sysco Corp,Food Services,847129,"Demand forecasting, supply chain optimization",SYY,1359000000.0,1770000000.0,411000000.0
Target Corp.,Retail,855741,"Inventory optimization, customer analytics",TGT,6946000000.0,2780000000.0,-4166000000.0
TECO Energy Inc,Energy,887359,"Infrastructure monitoring, predictive maintenance",A,1254000000.0,1240000000.0,-14000000.0
Tektronix Inc,Technology,2767928,"Product optimization, predictive maintenance",A,1254000000.0,1240000000.0,-14000000.0
Teleflex Incorporated,Healthcare,300380,"Medical device optimization, precision medicine",TFX,363139000.0,356328000.0,-6811000.0
Telephone & Data Systems Inc,Telecommunications,644619,"Network optimization, customer analytics",TDS,62000000.0,-500000000.0,-562000000.0
Tellabs Inc.,Technology,5760407,Network diagnostics and optimization,A,1254000000.0,1240000000.0,-14000000.0
Tenet Healthcare Corporation,Healthcare,244593,"Patient flow optimization, administration automation ",THC,411000000.0,611000000.0,200000000.0
Teradyne Inc,Technology,1132787,"Product testing automation, predictive maintenance",TER,715501000.0,448752000.0,-266749000.0
Terex Corp,Manufacturing,631242,"Predictive maintenance, process optimization",TEX,300000000.0,518000000.0,218000000.0
Texas Instruments Incorporated,Technology,2368366,"Chip design automation, equipment optimization",TXN,8749000000.0,6510000000.0,-2239000000.0
Textron Inc,Manufacturing,546480,"Predictive maintenance, supply chain optimization",TXT,861000000.0,921000000.0,60000000.0
Thermo Electron Corporation,Healthcare,531800,"Diagnostics optimization, precision medicine",AA,-123000000.0,-651000000.0,-528000000.0
Thomas & Betts Corporation,Manufacturing,410069,"Predictive maintenance, process optimization",AA,-123000000.0,-651000000.0,-528000000.0
Timken Company,Manufacturing,357576,"Predictive maintenance, supply chain optimization",TKR,407400000.0,394100000.0,-13300000.0
TJX Companies Inc,Retail ,457397,"Inventory optimization, demand forecasting",TJX,3283000000.0,3498000000.0,215000000.0
Toll Brothers Inc,Homebuilding,659822,"Demand forecasting, process optimization",TOL,1286500000.0,1372071000.0,85571000.0
Toro Company,Manufacturing,528792,"Predictive maintenance, supply chain optimization",TTC,443300000.0,329700000.0,-113600000.0
Toys 'R' Us Inc,Retail,246474,"Inventory optimization, demand forecasting",A,1254000000.0,1240000000.0,-14000000.0
Transocean Inc,Oil and Gas,840779,"Equipment monitoring, drilling optimization",A,1254000000.0,1240000000.0,-14000000.0
Tribune Company,Media,568253,"Content recommendation, ad targeting",ACHC,273139000.0,-21667000.0,-294806000.0
Trinity Industries Inc,Manufacturing,529426,"Predictive maintenance, process optimization",TRN,60100000.0,106000000.0,45900000.0
TruServ Corporation,Wholesale,238047,"Inventory optimization, demand forecasting",AAME,1525000.0,,
TRW Inc,Manufacturing  ,273065,"Predictive maintenance, process optimization",A,1254000000.0,1240000000.0,-14000000.0
Tyson Foods Inc,Food Processing,967150,"Demand forecasting, supply chain optimization",TSN,3238000000.0,-648000000.0,-3886000000.0
U.S. Bancorp,Banking,881115,"Fraud detection, investment analytics",USB,5825000000.0,5429000000.0,-396000000.0
UGI Corporation,Utilities ,143407,"Infrastructure monitoring, demand forecasting",UGI,1073000000.0,-1502000000.0,-2575000000.0
Union Pacific Corporation,Transportation,637382,"Fleet optimization, demand forecasting",UNP,6998000000.0,6379000000.0,-619000000.0
Unisys Corporation,Technology,2023728,"Process automation, predictive analytics",UIS,-106000000.0,-430700000.0,-324700000.0
United Parcel Service Inc,Transportation,230349,"Fleet optimization, demand forecasting",UPS,11548000000.0,6708000000.0,-4840000000.0
United Rentals Inc,Business Services,379965,"Fleet optimization, demand forecasting",URI,2105000000.0,2424000000.0,319000000.0
UnitedHealth Group Incorporated,Healthcare,164903,"Claims automation, personalized recommendations",UNH,20120000000.0,22381000000.0,2261000000.0
Unitrin Inc,Insurance,805149,"Claims automation, risk modeling",A,1254000000.0,1240000000.0,-14000000.0
Universal Corporation,Manufacturing  ,299354,"Predictive maintenance, supply chain optimization",UVV,86577000.0,124052000.0,37475000.0
Universal Forest Products Inc,Manufacturing,931595,"Predictive maintenance, demand forecasting",UFPI,692651000.0,514312000.0,-178339000.0
Universal Health Services Inc,Healthcare,188975,"Patient flow optimization, administration automation",UHS,675609000.0,717795000.0,42186000.0
Unocal Corporation,Oil and Gas,790145,"Exploration optimization, equipment monitoring",AAME,1525000.0,,
USA Interactive,Media,736911,"Content recommendation, ad targeting",ATUS,194563000.0,53198000.0,-141365000.0
UST Inc,Tobacco  ,232230,"Demand forecasting, supply chain optimization",AAT,55877000.0,64690000.0,8813000.0
Valero Energy Corporation,Oil and Gas,244797,"Predictive maintenance, demand forecasting",VLO,11528000000.0,8835000000.0,-2693000000.0
Veritas Software Corporation,Technology,9745781,"Process automation, predictive analytics",AA,-123000000.0,-651000000.0,-528000000.0
Verizon Communications Inc,Telecommunications,539153,"Network optimization, customer analytics",VZ,21256000000.0,11614000000.0,-9642000000.0
VF Corporation,Retail,395011,"Inventory optimization, demand forecasting",VFC,1386941000.0,118584000.0,-1268357000.0
Vishay Intertechnology Inc,Technology,7311192,"Chip design automation, predictive maintenance",VSH,428810000.0,323820000.0,-104990000.0
Visteon Corporation,Manufacturing  ,696000,"Predictive maintenance, process optimization",VC,124000000.0,486000000.0,362000000.0
Vulcan Materials Company,Construction Materials,450609,"Demand forecasting, predictive maintenance",VMC,575600000.0,933200000.0,357600000.0
W.R. Berkley Corporation,Insurance,170842,"Risk modeling, claims automation",WRB,1381062000.0,1381359000.0,297000.0
W.W. Grainger Inc,Wholesale,942034,"Inventory optimization, demand forecasting ",GWW,1547000000.0,1829000000.0,282000000.0
Wachovia Corporation,Banking,718791,"Fraud detection, investment analytics",AA,-123000000.0,-651000000.0,-528000000.0
Walgreen Co,Retail  ,546269,"Inventory optimization, demand forecasting",AJG,1114200000.0,969500000.0,-144700000.0
Walt Disney Co,Media,775506,"Content recommendation, customer analytics",DIS,3145000000.0,2354000000.0,-791000000.0
Walter Industries Inc,Manufacturing ,579254,"Predictive maintenance, process optimization",ASTE,-100000.0,33500000.0,33600000.0
Washington Post Co.,Media,952719,"Content recommendation, ad targeting",ARTW,97797.0,266969.0,169172.0
Waste Management Inc,Waste Management,807640,"Fleet routing optimization, predictive maintenance",WM,2238000000.0,2304000000.0,66000000.0
Watsco Inc,Wholesale,579606,"Inventory optimization, demand forecasting",WSO,601167000.0,536337000.0,-64830000.0
Weis Markets Inc.,Retail  ,380719,"Inventory optimization, demand forecasting",WMK,125196000.0,103828000.0,-21368000.0
Wells Fargo & Company,Banking,764182,"Fraud detection, investment analytics",WFC,13677000000.0,19142000000.0,5465000000.0
Wendy's International Inc,Restaurants,569201,"Demand forecasting, customer analytics  ",WCC,860500000.0,765500000.0,-95000000.0
Werner Enterprises Inc,Transportation,445615,"Fleet optimization, demand forecasting",WERN,241256000.0,112382000.0,-128874000.0
WESCO International Inc,Wholesale,240690,"Inventory optimization, demand forecasting",WCC,860500000.0,765500000.0,-95000000.0
Weyerhauser Company,Manufacturing,751802,"Predictive maintenance, supply chain optimization",WY,1880000000.0,839000000.0,-1041000000.0
Whirlpool Corporation,Manufacturing,859635,"Predictive maintenance, supply chain optimization",WHR,-1519000000.0,481000000.0,2000000000.0
Williams Companies Inc,Energy,994948,"Pipeline monitoring, predictive maintenance ",WMB,2049000000.0,3179000000.0,1130000000.0
Williams Sonoma Inc,Retail,862437,"Recommendation engine, inventory optimization",WSM,1126337000.0,1127904000.0,1567000.0
Wisconsin Energy Corporation,Energy,851000,"Infrastructure monitoring, demand forecasting",AA,-123000000.0,-651000000.0,-528000000.0
WorldCom Inc,Telecommunications,702406,"Network optimization, predictive analytics",A,1254000000.0,1240000000.0,-14000000.0
Worthington Industries Inc,Manufacturing ,654717,"Predictive maintenance, process optimization",WOR,379386000.0,256528000.0,-122858000.0
Xcel Energy Inc,Energy,472267,"Infrastructure monitoring, predictive maintenance",XEL,1736000000.0,1771000000.0,35000000.0
Xerox Corp,Technology,7037687,"Process automation, predictive analytics  ",XRX,-322000000.0,1000000.0,323000000.0
Yellow Corporation,Transportation,146797,"Fleet optimization, demand forecasting",AAME,1525000.0,,
Yum Brands Inc.,Restaurants,318063,"Demand forecasting, customer analytics",YUM,1325000000.0,1597000000.0,272000000.0
Zions Bancorporation,Banking  ,298552,"Fraud detection, investment analytics",ZION,907000000.0,680000000.0,-227000000.0
Upgrade Inc,Consulting,326482,"Data analytics, process optimization",A,1254000000.0,1240000000.0,-14000000.0
Propellant Media,Advertising,238427,"Ad targeting, campaign analytics  ",BATRA,-34172000.0,-125294000.0,-91122000.0
Supernova Technology,Technology,9450556,"Process automation, predictive analytics",ASX,61501545000.0,,
Capitol Bridge,Consulting,533593,"Data analytics, process optimization",CFFN,84453000.0,-101659000.0,-186112000.0
Spinnaker Consulting Group,Consulting,795403,"Data analytics, process optimization",ALG,101928000.0,136161000.0,34233000.0
Fair Price Properties,Real Estate  ,353947,"Property valuation, investment optimization",AWP,-181551692.0,-15539419.0,166012273.0
Flux Power,Energy,188297,"Battery optimization, predictive maintenance  ",AEP,2307200000.0,2208100000.0,-99100000.0
Perishable Shipping Solutions,Logistics,260878,"Fleet optimization, demand forecasting",BR,539100000.0,630600000.0,91500000.0
Canadian Plasma Resources,Healthcare,587055,"Supply chain optimization, diagnostics optimization",ARTNA,17998000.0,16699000.0,-1299000.0
Shapermint (Trafilea Group),Ecommerce,157833,"Recommendation engine, inventory optimization",ALG,101928000.0,136161000.0,34233000.0
Light-it,Manufacturing,240019,"Predictive maintenance, process optimization",ITP,-16571308.0,-9946035.0,6625273.0
BrillMedia.co,Advertising,286712,"Ad targeting, campaign optimization",AJG,1114200000.0,969500000.0,-144700000.0
Lemonaid Health,Healthcare,895846,Automated triage and diagnosis ,BHC,-225000000.0,-592000000.0,-367000000.0
The Moresby Group,Real Estate,708927,"Property valuation, investment optimization",AAL,127000000.0,822000000.0,695000000.0
Sunstone,Financial Services,363125,"Investment analytics, portfolio optimization",SHO,87289000.0,206708000.0,119419000.0
Link Energy,Energy,967664,"Demand forecasting, predictive maintenance",AE,3487000.0,212000.0,-3275000.0
Key Tower LLC,Real Estate,562406,"Property valuation, investment optimization",AMT,1765800000.0,1483300000.0,-282500000.0
Ayla Networks,Technology,3602269,"Data analytics, predictive analytics  ",CRNT,-19689000.0,6220000.0,25909000.0
Winning by Design,Consulting,541030,"Data analytics, process optimization",CDNS,848952000.0,1041144000.0,192192000.0
Digital Thrive,Consulting,492729,"Data analytics, process optimization",BLIN,2145000.0,-9435000.0,-11580000.0
Rose Digital,Advertising  ,772538,"Ad targeting, campaign optimization",APPS,35546000.0,16673000.0,-18873000.0
Rocket Insights,Consulting,415964,"Data analytics, process optimization",RCKT,-221863000.0,-245595000.0,-23732000.0
BluShark Digital,Advertising,269397,"Ad targeting, campaign optimization",DLR,377684000.0,948838000.0,571154000.0
Sweet Loren's,Food,471099,"Demand forecasting, supply chain optimization",ABEV,14457900000.0,14501900000.0,44000000.0
Orion Global Solutions,Consulting,132398,"Data analytics, process optimization  ",AGD,-26644776.0,6954637.0,33599413.0
BIO BOLSA,Manufacturing,212522,"Quality control automation, predictive maintenance",BIO,-3627535000.0,-637324000.0,2990211000.0
Doing Good Works,Consulting  ,643197,"Data analytics, process optimization",AWK,820000000.0,944000000.0,124000000.0
Urban Simple,Real Estate,413357,"Property valuation, investment optimization",UE,46170000.0,248497000.0,202327000.0
Fresh Consulting,Consulting,319997,"Data analytics, process optimization  ",FDP,98600000.0,-11400000.0,-110000000.0
Proven Behavior Solutions,Consulting,886738,"Data analytics, process optimization",BR,539100000.0,630600000.0,91500000.0
Arvinas,Healthcare,579437,"Drug discovery acceleration, precision medicine",ARVN,-282500000.0,-367300000.0,-84800000.0
Link Consulting Services,Consulting,706584,"Data analytics, process optimization",CCM,-489661000.0,-297658000.0,192003000.0
iTechArt Group,Technology,9275016,"Process automation, predictive analytics",AAL,127000000.0,822000000.0,695000000.0
Mohawk Group,Ecommerce ,746724,"Recommendation engine, inventory optimization",AAL,127000000.0,822000000.0,695000000.0
Media One Creative,Advertising  ,746768,"Ad targeting, campaign optimization",ATHM,1944786000.0,2033381000.0,88595000.0
Hennessey Digital,Advertising,658994,"Ad targeting, campaign optimization",PAGS,1504768000.0,1653684000.0,148916000.0
Advanced Operations Partners,Consulting,329607,"Process optimization, predictive analytics  ",AM,326242000.0,,
Grupo Albanesi,Energy  ,170110,"Equipment monitoring, predictive maintenance",ASR,9986548000.0,10203713000.0,217165000.0
SOCi Inc,Advertising Tech,604129,"Ad targeting, campaign analytics",MSCI,870573000.0,1148592000.0,278019000.0
The Auto Cave,Retail,978329,"Inventory optimization, demand forecasting  ",AAP,464402000.0,29735000.0,-434667000.0
Klaris Group,Consulting  ,407016,"Data analytics, process optimization",AAL,127000000.0,822000000.0,695000000.0
Branded Group,Advertising,476840,"Ad targeting, campaign optimization",AAL,127000000.0,822000000.0,695000000.0
WLJ Advisors,Financial Services,778756,"Investment analytics, portfolio optimization  ",HNNA,6190000.0,4771000.0,-1419000.0
Omega Geração,Energy ,714893,"Equipment monitoring, predictive maintenance",AOSL,453163000.0,12364000.0,-440799000.0
Merraine Group,Consulting ,406050,"Data analytics, process optimization",AAL,127000000.0,822000000.0,695000000.0
Inspire Investing,Financial Services,382477,"Investment analytics, portfolio optimization",INSP,-44881000.0,-21153000.0,23728000.0
Memory.NET,Technology  ,607812,"Data analytics, predictive analytics",GNL,12023000.0,-211910000.0,-223933000.0
Axiom Path,Consulting,564351,"Data analytics, process optimization  ",BPTH,-13868000.0,-16078000.0,-2210000.0
DLP Real Estate Capital,Real Estate  ,886507,"Property valuation, investment optimization",ACRE,29785000.0,-38867000.0,-68652000.0
Luxury Living Chicago Realty,Real Estate,777370,"Property valuation, investment optimization",ABR,325783000.0,371434000.0,45651000.0
The DVI Group,Financial Services,562252,"Investment analytics, portfolio optimization  ",AAL,127000000.0,822000000.0,695000000.0
Plataforma 10,Consulting  ,845398,"Data analytics, process optimization",AVD,27404000.0,7519000.0,-19885000.0
Nyla Technology Solutions,Technology  ,214173,"Process automation, predictive analytics",ASX,61501545000.0,,
Washington Capital Partners,Financial Services  ,305841,"Investment analytics, portfolio optimization",AM,326242000.0,,
